Gene_1,Gene_2,Conditional_Probability_Mean,Conditional_Probability_SD,Conditional_Probability_CI_low,Conditional_Probability_CI_high,Relative_Risk_Mean,Relative_Risk_SD,Relative_Risk_CI_low,Relative_Risk_CI_high
blaIMI_1,blaACT_37,0.012682198,0.012836758,0.010135107,0.015229289,1.016924006,0.944697125,0.829475601,1.204372411
blaIMI_1,blaACT_52,0.012678361,0.013998709,0.009900714,0.015456009,1.008879187,1.164362111,0.777844483,1.239913891
blaIMI_1,dfrA14,0.012395181,0.007069782,0.010992383,0.013797979,0.995200313,0.505833995,0.894831874,1.095568751
blaIMI_1,aph6_Id,0.012389141,0.007567516,0.010887582,0.0138907,0.982480205,0.490960241,0.885063041,1.079897368
blaIMI_1,oqxB,0.012311614,0.00485362,0.01134855,0.013274677,0.857779746,0.333446555,0.791616716,0.923942777
blaIMI_1,qacE,0.012217684,0.007191889,0.010790657,0.01364471,1.010136753,0.595089352,0.892058115,1.128215392
blaIMI_1,sul1,0.012147453,0.007231508,0.010712565,0.013582341,0.9504093,0.43088187,0.864912989,1.035905611
blaIMI_1,aac6p_Ib,0.012008584,0.006876728,0.010644092,0.013373076,0.993711725,0.546200763,0.885333643,1.102089806
blaIMI_1,qacEdelta1,0.011906354,0.006202035,0.010675736,0.013136972,0.976423036,0.496482066,0.877910223,1.074935849
blaIMI_1,oqxA,0.011892814,0.004627195,0.010974678,0.012810949,0.787404194,0.367395362,0.714504984,0.860303405
blaIMI_1,tetA,0.011800869,0.009838905,0.009848617,0.013753121,0.94976548,0.771085588,0.796765371,1.10276559
blaIMI_1,dfrA1,0.01177548,0.006785999,0.01042899,0.013121969,0.971315129,0.540719312,0.864024687,1.078605572
blaIMI_1,catB3,0.011716017,0.008476388,0.010034117,0.013397916,0.964664032,0.640366842,0.837601358,1.091726706
blaIMI_1,aadA1,0.011690112,0.007027574,0.010295688,0.013084535,0.933651362,0.48657748,0.837103834,1.03019889
blaIMI_1,fosA2,0.011688213,0.008138057,0.010073446,0.01330298,0.948748007,0.597148914,0.830260707,1.067235307
blaIMI_1,blaOXA_1,0.01156447,0.008191563,0.009939086,0.013189854,0.962798799,0.756069637,0.81277818,1.112819418
blaIMI_1,blaCTX_M_15,0.01148062,0.00888789,0.009717069,0.01324417,0.882387165,0.616771395,0.76000634,1.004767991
blaIMI_1,aph3p_Ia,0.01143539,0.005690488,0.010306273,0.012564506,0.959966934,0.528341648,0.855132488,1.064801379
blaIMI_1,aac3_IIe,0.011396229,0.009362664,0.009538473,0.013253984,0.925290189,0.788390497,0.768856411,1.081723968
blaIMI_1,blaACT_23,0.011329565,0.0067723,0.009985794,0.012673336,0.934072959,0.58313477,0.818366369,1.049779548
blaIMI_1,blaACT_55,0.011298844,0.006815628,0.009946476,0.012651213,0.993994227,0.735298805,0.848094992,1.139893463
blaIMI_1,blaOXA,0.011144108,0.007836423,0.009589192,0.012699025,0.89212458,0.549285552,0.78313441,1.00111475
blaIMI_1,aph3pp_Ib,0.010985258,0.00778435,0.009440674,0.012529842,0.862338191,0.575367675,0.748172762,0.976503621
blaIMI_1,aac6p_Ib_cr5,0.010892079,0.008306931,0.009243804,0.012540355,0.874641437,0.603477782,0.754898352,0.994384521
blaIMI_1,blaACT_46,0.010822447,0.013186582,0.008205943,0.013438951,0.944595206,1.205564465,0.705385061,1.18380535
blaIMI_1,blaACT_40,0.010749368,0.010686488,0.008628937,0.012869799,0.882822976,0.984319004,0.68751273,1.078133221
blaIMI_1,tetB,0.010606076,0.011890809,0.008246682,0.012965471,0.817416991,0.927364934,0.633407668,1.001426313
blaIMI_1,floR,0.010494509,0.006644049,0.009176186,0.011812832,0.858291542,0.537786151,0.751583102,0.964999981
blaIMI_1,blaTEM_1,0.010478983,0.008416706,0.008808926,0.01214904,0.891890637,0.76681224,0.739738453,1.044042822
blaIMI_1,blaTEM,0.010282904,0.009208623,0.008455713,0.012110094,0.86474888,0.772644791,0.711439391,1.01805837
blaIMI_1,blaACT_1,0.009993684,0.004131079,0.009173988,0.01081338,0.842132944,0.483354375,0.74622495,0.938040939
blaIMI_1,blaACT_16,0.00993222,0.005161504,0.008908065,0.010956374,0.84275342,0.461792798,0.75112371,0.93438313
blaIMI_1,blaACT_27,0.009699334,0.008370034,0.008038538,0.01136013,0.791647156,0.723769255,0.648035634,0.935258679
blaIMI_1,blaACT_4,0.009676553,0.004879904,0.008708274,0.010644832,0.800070059,0.371976246,0.726261902,0.873878217
blaIMI_1,blaCMH_4,0.009524229,0.008052572,0.007926424,0.011122034,0.758626708,0.608885521,0.637810611,0.879442806
blaIMI_1,blaACT_45,0.009418065,0.005338182,0.008358853,0.010477276,0.804592817,0.42171779,0.720914858,0.888270775
blaIMI_1,blaACT_56,0.008493668,0.005254093,0.007451142,0.009536194,0.706160382,0.516186313,0.603737819,0.808582945
blaIMI_1,blaACT_2,0.008377682,0.004448651,0.007494973,0.00926039,0.623123994,0.231969637,0.577096185,0.669151802
blaIMI_1,blaACT_24,0.007308187,0.004316064,0.006451786,0.008164588,0.55307838,0.268135437,0.499874492,0.606282268
blaIMI_1,ampC,0.00708591,0.008448577,0.005409529,0.008762291,0.566183167,0.665227589,0.434187581,0.698178753
blaIMI_1,sul2,0.005323197,0.006265652,0.004079956,0.006566438,0.434462126,0.503888773,0.334479661,0.53444459
blaIMI_1,blaCMH,0.004398157,0.003652534,0.003673415,0.005122899,0.336481241,0.272887748,0.282334391,0.39062809
blaIMI_1,blaACT,0.003834663,0.002634418,0.003311938,0.004357389,0.134536162,0.182200257,0.098383678,0.170688646
blaMIR,blaMIR_5,0.964550258,0.06081436,0.95248337,0.976617146,6.888527797,0.801915461,6.729410371,7.047645222
blaMIR,blaMIR_20,0.925886473,0.069047731,0.912185906,0.939587041,6.487938579,0.7446979,6.340174359,6.635702799
blaMIR,blaIMI_1,0.743883709,0.150274678,0.714065952,0.773701465,5.145875634,1.12472066,4.922706655,5.369044614
blaMIR,blaACT_17,0.173844208,0.018575211,0.170158483,0.177529933,1.16351618,0.073772992,1.148878018,1.178154342
blaMIR,fosA,0.153317436,0.013933732,0.150552682,0.156082191,1.027254415,0.113158993,1.004801216,1.049707614
blaMIR,oqxB,0.151243205,0.01417554,0.14843047,0.15405594,0.952269442,0.408324135,0.871249075,1.033289809
blaMIR,oqxA,0.150440662,0.01417347,0.147628339,0.153252986,0.94508784,0.40495411,0.864736159,1.025439521
blaMIR,blaACT_90,0.148898302,0.053602525,0.138262398,0.159534206,0.974034741,0.34667184,0.905247527,1.042821955
blaMIR,sul1,0.147762883,0.023791397,0.143042154,0.152483613,0.963976214,0.13196821,0.937790858,0.99016157
blaMIR,blaACT_9,0.142267631,0.033204181,0.135679201,0.148856061,0.931774147,0.217709139,0.88857593,0.974972363
blaMIR,blaACT_37,0.140279337,0.030937508,0.134140665,0.14641801,0.918110641,0.190085738,0.880393507,0.955827775
blaMIR,blaACT_3,0.138627645,0.027963804,0.13307902,0.14417627,0.906889567,0.190305953,0.869128737,0.944650396
blaMIR,dfrA1,0.136822756,0.024219548,0.132017072,0.14162844,0.890322946,0.131584517,0.864213723,0.916432169
blaMIR,qacEdelta1,0.134815868,0.022496265,0.130352121,0.139279615,0.877075005,0.137836188,0.849725315,0.904424695
blaMIR,aac6p_IIc,0.133994245,0.024600178,0.129113036,0.138875454,0.869932786,0.142259387,0.841705437,0.898160134
blaMIR,blaACT_52,0.133851032,0.040848616,0.12574578,0.141956284,0.873288375,0.263279882,0.821047935,0.925528816
blaMIR,qacE,0.133653037,0.023873704,0.128915976,0.138390098,0.87033129,0.137605143,0.843027444,0.897635136
blaMIR,blaACT_57,0.133617399,0.037876285,0.126101922,0.141132876,0.873898067,0.244136115,0.825456165,0.922339969
blaMIR,aph6_Id,0.131823804,0.027311451,0.126404619,0.137242988,0.854103386,0.152752099,0.823794055,0.884412716
blaMIR,aph3pp_Ib,0.131034681,0.027568533,0.125564486,0.136504876,0.850451528,0.159811168,0.818741525,0.882161531
blaMIR,qnrB,0.126596458,0.025111614,0.121613769,0.131579147,0.823532909,0.141747763,0.795407078,0.851658741
blaMIR,blaOXA,0.125763223,0.024248753,0.120951744,0.130574701,0.814314461,0.132050504,0.788112777,0.840516146
blaMIR,aph3p_Ia,0.124780332,0.022908228,0.120234843,0.129325822,0.807042197,0.126104324,0.782020363,0.832064031
blaMIR,blaACT_6,0.12369747,0.028672386,0.118008246,0.129386693,0.802103231,0.182030952,0.765984341,0.838222121
blaMIR,aadA1,0.12306735,0.023116552,0.118480524,0.127654175,0.795946379,0.135304582,0.769099014,0.822793743
blaMIR,qnrB1,0.122936705,0.023375813,0.118298437,0.127574974,0.79994488,0.138959909,0.772372219,0.827517541
blaMIR,blaCTX_M,0.121773818,0.024268894,0.116958343,0.126589293,0.795626471,0.152522169,0.765362763,0.825890178
blaMIR,tetA,0.121191769,0.023906994,0.116448103,0.125935435,0.786313218,0.148744695,0.756799043,0.815827392
blaMIR,catB3,0.120038666,0.026516429,0.114777231,0.125300101,0.778550337,0.15042444,0.748702865,0.808397809
blaMIR,aac6p_Ib,0.119456102,0.020067079,0.115474359,0.123437846,0.773974179,0.115996851,0.750957887,0.796990471
blaMIR,dfrA14,0.118985634,0.026907282,0.113646645,0.124324622,0.771503431,0.1510461,0.741532608,0.801474254
blaMIR,blaACT_74,0.118368732,0.041141167,0.110205432,0.126532032,0.77611772,0.2721227,0.722122673,0.830112768
blaMIR,qnrB19,0.118186028,0.041790532,0.10989388,0.126478177,0.774096143,0.282089056,0.718123555,0.830068732
blaMIR,blaOXA_1,0.11793327,0.025816707,0.112810675,0.123055864,0.769858694,0.152719243,0.739555883,0.800161505
blaMIR,qnrE,0.116654777,0.025251812,0.11164427,0.121665285,0.755314545,0.153374925,0.724881632,0.785747458
blaMIR,aac3_IIe,0.115379393,0.027877807,0.109847831,0.120910954,0.748784218,0.163190181,0.716403746,0.781164691
blaMIR,aac6p_Ib_cr5,0.114887104,0.028637867,0.10920473,0.120569478,0.743520107,0.167226324,0.710338776,0.776701438
blaMIR,floR,0.114226458,0.030084113,0.108257117,0.120195798,0.741016378,0.182958121,0.704713517,0.777319238
blaMIR,blaCTX_M_15,0.111034753,0.027153221,0.105646965,0.116422541,0.722584686,0.165493987,0.689747089,0.755422283
blaMIR,blaCMH_4,0.110056602,0.036455201,0.1028231,0.117290105,0.714193743,0.228657887,0.668823058,0.759564429
blaMIR,tetB,0.103743532,0.033333518,0.097129438,0.110357625,0.676619761,0.214628439,0.634032822,0.719206699
blaMIR,blaTEM,0.099124386,0.0311486,0.092943828,0.105304944,0.640428077,0.191184774,0.60249287,0.678363284
