Gene_1,Gene_2,Conditional_Probability_Mean,Conditional_Probability_SD,Conditional_Probability_CI_low,Conditional_Probability_CI_high,Relative_Risk_Mean,Relative_Risk_SD,Relative_Risk_CI_low,Relative_Risk_CI_high
blaPC1,tetM,0.654,0.055,0.517,0.791,1.034,0.076,0.846,1.223
blaPC1,vanR_A,0.165,0.018,0.119,0.210,1.019,0.057,0.877,1.160
blaPC1,ant6_Ia,0.263,0.007,0.247,0.280,1.000,0.000,1.000,1.000
blaPC1,tetO,0.019,0.004,0.009,0.028,0.957,0.084,0.748,1.166
blaPC1,vanS_A,0.138,0.013,0.107,0.170,0.870,0.124,0.563,1.178
blaPC1,vanY_A,0.132,0.008,0.111,0.152,0.823,0.096,0.586,1.061
blaPC1,vanZ_A,0.132,0.008,0.111,0.152,0.823,0.096,0.586,1.061
blaPC1,vanH_A,0.127,0.009,0.105,0.149,0.787,0.095,0.551,1.024
blaPC1,vanA,0.127,0.009,0.105,0.149,0.787,0.095,0.551,1.024
blaPC1,vanX_A,0.127,0.009,0.105,0.149,0.787,0.095,0.551,1.024
bleO,aadD1,0.967,0.021,0.915,1.018,3260.751,77.407,3068.462,3453.040
bleO,dfrS1,0.833,0.061,0.683,0.984,60.816,9.148,38.092,83.540
bleO,aac6p_Ie_aph2pp_Ia,0.788,0.006,0.773,0.803,3.782,0.265,3.123,4.442
bleO,vanX_B,0.089,0.005,0.076,0.101,2.251,0.070,2.078,2.425
bleO,vanW_B,0.088,0.005,0.076,0.099,2.221,0.072,2.042,2.400
bleO,vanY_B,0.088,0.005,0.076,0.099,2.221,0.072,2.042,2.400
bleO,vanS_B,0.088,0.005,0.076,0.099,2.221,0.072,2.042,2.400
bleO,vanR_B,0.088,0.005,0.076,0.099,2.221,0.072,2.042,2.400
bleO,vanH_B,0.088,0.005,0.076,0.099,2.216,0.073,2.035,2.397
bleO,vanB,0.088,0.005,0.076,0.099,2.205,0.074,2.020,2.390
bleO,qacC,0.017,0.002,0.012,0.022,2.079,0.261,1.432,2.726
bleO,tetO,0.036,0.006,0.022,0.050,1.932,0.066,1.769,2.096
bleO,ermC,0.010,0.001,0.006,0.014,1.744,0.562,0.348,3.139
bleO,ermB,0.842,0.045,0.730,0.954,1.621,0.085,1.409,1.833
bleO,ant9_Ia,0.007,0.002,0.003,0.011,1.057,0.048,0.938,1.177
bleO,blaPC1,0.005,0.002,0.000,0.010,1.039,0.031,0.962,1.116
bleO,catA,0.097,0.010,0.072,0.122,1.026,0.017,0.984,1.067
bleO,gyrA_S83I,0.140,0.014,0.106,0.175,1.020,0.008,1.000,1.040
bleO,gyrA_S83R,0.009,0.002,0.004,0.014,1.016,0.012,0.985,1.046
bleO,bcrA,0.009,0.001,0.007,0.010,1.015,0.012,0.987,1.044
bleO,dfrF,0.055,0.008,0.035,0.076,1.014,0.006,0.998,1.030
bleO,gyrA_S83Y,0.010,0.003,0.003,0.016,1.010,0.006,0.994,1.026
bleO,dfrG,0.089,0.006,0.073,0.105,1.008,0.006,0.995,1.022
bleO,merA,0.011,0.003,0.002,0.019,1.007,0.006,0.993,1.021
bleO,lsaE,0.041,0.003,0.033,0.049,1.006,0.005,0.995,1.017
bleO,fexA,0.030,0.004,0.020,0.040,1.006,0.004,0.995,1.016
bleO,optrA,0.031,0.004,0.022,0.040,1.005,0.003,0.997,1.013
bleO,lnuB,0.042,0.005,0.029,0.054,1.003,0.002,0.998,1.009
bleO,tetS,0.015,0.005,0.002,0.027,1.001,0.001,1.000,1.002
bleO,qacH,0.010,0.001,0.008,0.012,1.001,0.001,0.999,1.002
bleO,parC_S80I,0.162,0.012,0.131,0.192,1.001,0.001,0.999,1.002
bleO,cadC,0.015,0.001,0.011,0.018,1.001,0.000,1.000,1.001
bleO,tcrB,0.068,0.011,0.041,0.095,1.000,0.000,0.999,1.001
bleO,cadA,0.020,0.000,0.019,0.021,1.000,0.000,1.000,1.001
bleO,arsA,0.136,0.003,0.128,0.144,1.000,0.000,1.000,1.001
bleO,arsR,0.132,0.002,0.126,0.138,1.000,0.000,1.000,1.001
bleO,arsD,0.130,0.004,0.121,0.138,1.000,0.000,1.000,1.001
bleO,arsD2,0.125,0.007,0.108,0.141,1.000,0.000,1.000,1.000
bleO,aph3p_IIIa,0.265,0.011,0.238,0.292,1.000,0.000,1.000,1.000
bleO,spw,0.050,0.005,0.037,0.064,1.000,0.000,1.000,1.000
bleO,arsB,0.124,0.003,0.117,0.131,1.000,0.000,1.000,1.000
bleO,vanR_A,0.161,0.011,0.134,0.189,1.000,0.000,1.000,1.000
bleO,sat4,0.162,0.003,0.155,0.168,1.000,0.000,1.000,1.000
bleO,str,0.181,0.003,0.174,0.189,1.000,0.000,1.000,1.000
bleO,ant6_Ia,0.263,0.007,0.247,0.280,1.000,0.000,1.000,1.000
bleO,vanY_A,0.160,0.011,0.133,0.188,1.000,0.000,0.999,1.000
bleO,vanZ_A,0.160,0.011,0.133,0.188,1.000,0.000,0.999,1.000
bleO,vanH_A,0.161,0.011,0.133,0.189,1.000,0.000,0.999,1.000
bleO,vanA,0.161,0.011,0.133,0.189,1.000,0.000,0.999,1.000
bleO,vanX_A,0.161,0.011,0.133,0.189,1.000,0.000,0.999,1.000
bleO,vanS_A,0.159,0.011,0.133,0.185,0.999,0.001,0.997,1.001
bleO,bcrC,0.010,0.002,0.005,0.015,0.515,0.208,-0.002,1.032
bleO,lnuG,0.005,0.001,0.003,0.007,0.511,0.047,0.394,0.629
bleO,bcrB,0.008,0.002,0.003,0.012,0.446,0.202,-0.056,0.947
bleO,tetL,0.093,0.011,0.067,0.120,0.438,0.048,0.320,0.556
bleO,tetM,0.129,0.034,0.044,0.215,0.200,0.049,0.077,0.322
cadA,cadC,0.734,0.067,0.568,0.900,2381.550,1200.283,-600.119,5363.219
cadA,merA,0.179,0.020,0.129,0.229,28.251,10.410,2.392,54.110
cadA,lnuG,0.175,0.048,0.055,0.295,25.268,8.444,4.292,46.244
cadA,blaPC1,0.036,0.041,-0.067,0.139,7.328,6.839,-9.660,24.315
cadA,arsB,0.518,0.072,0.338,0.697,4.463,0.678,2.777,6.148
cadA,arsA,0.529,0.065,0.366,0.691,4.144,0.630,2.579,5.709
cadA,arsR,0.316,0.121,0.015,0.617,2.478,1.004,-0.016,4.972
cadA,arsD,0.303,0.120,0.006,0.601,2.439,1.033,-0.127,5.004
cadA,ant9_Ia,0.014,0.003,0.007,0.022,2.289,0.596,0.809,3.769
cadA,arsD2,0.264,0.093,0.034,0.494,2.202,0.856,0.075,4.329
cadA,gyrA_S83Y,0.019,0.003,0.010,0.027,2.108,0.974,-0.312,4.528
cadA,tcrB,0.139,0.023,0.081,0.197,2.099,0.140,1.750,2.447
cadA,catA,0.186,0.022,0.130,0.241,2.014,0.338,1.174,2.854
cadA,qacC,0.016,0.006,0.001,0.032,2.007,0.718,0.224,3.789
cadA,bcrC,0.030,0.009,0.009,0.051,1.526,0.130,1.204,1.848
cadA,tetL,0.303,0.021,0.250,0.355,1.460,0.147,1.093,1.826
cadA,tetS,0.022,0.016,-0.018,0.062,1.437,0.696,-0.291,3.165
cadA,vanB,0.057,0.011,0.030,0.083,1.394,0.252,0.769,2.019
cadA,dfrG,0.122,0.012,0.092,0.151,1.382,0.105,1.122,1.642
cadA,fexA,0.040,0.005,0.028,0.051,1.356,0.156,0.969,1.744
cadA,vanH_B,0.053,0.008,0.034,0.073,1.319,0.183,0.864,1.774
cadA,vanS_B,0.053,0.007,0.035,0.070,1.305,0.165,0.896,1.714
cadA,vanR_B,0.053,0.007,0.035,0.070,1.305,0.165,0.896,1.714
cadA,vanW_B,0.053,0.007,0.035,0.070,1.303,0.163,0.899,1.708
cadA,vanY_B,0.053,0.007,0.035,0.070,1.303,0.163,0.899,1.708
cadA,bcrB,0.023,0.003,0.017,0.030,1.295,0.171,0.870,1.719
cadA,optrA,0.038,0.005,0.025,0.051,1.243,0.066,1.079,1.406
cadA,dfrS1,0.041,0.008,0.020,0.062,1.223,0.176,0.785,1.660
cadA,vanX_B,0.048,0.003,0.040,0.057,1.200,0.067,1.035,1.366
cadA,gyrA_S83I,0.163,0.020,0.113,0.213,1.192,0.090,0.968,1.417
cadA,aph3p_IIIa,0.311,0.018,0.265,0.357,1.176,0.032,1.097,1.255
cadA,aac6p_Ie_aph2pp_Ia,0.260,0.036,0.171,0.349,1.170,0.140,0.821,1.518
cadA,lsaE,0.047,0.003,0.038,0.055,1.148,0.090,0.925,1.371
cadA,ermC,0.007,0.002,0.001,0.013,1.148,0.092,0.918,1.377
cadA,gyrA_S83R,0.010,0.002,0.006,0.014,1.142,0.132,0.815,1.468
cadA,parC_S80I,0.182,0.018,0.138,0.226,1.127,0.032,1.047,1.207
cadA,bcrA,0.010,0.000,0.009,0.010,1.118,0.116,0.831,1.406
cadA,lnuB,0.046,0.003,0.039,0.053,1.112,0.074,0.928,1.297
cadA,qacH,0.011,0.002,0.007,0.015,1.088,0.068,0.919,1.257
cadA,ermB,0.565,0.015,0.528,0.603,1.074,0.031,0.996,1.152
cadA,spw,0.052,0.002,0.048,0.057,1.046,0.092,0.818,1.273
cadA,aadD1,0.024,0.003,0.016,0.031,1.023,0.017,0.980,1.066
cadA,tetM,0.645,0.009,0.623,0.667,1.021,0.015,0.984,1.058
cadA,bleO,0.024,0.003,0.016,0.032,1.000,0.000,1.000,1.001
cadA,ant6_Ia,0.263,0.007,0.247,0.280,1.000,0.000,1.000,1.000
cadA,vanR_A,0.161,0.014,0.126,0.196,0.996,0.025,0.934,1.058
cadA,vanS_A,0.157,0.013,0.126,0.189,0.988,0.014,0.953,1.022
cadA,vanY_A,0.159,0.013,0.126,0.191,0.987,0.014,0.953,1.020
cadA,vanZ_A,0.159,0.013,0.126,0.191,0.987,0.014,0.953,1.020
cadA,vanH_A,0.159,0.013,0.127,0.192,0.986,0.013,0.954,1.018
cadA,vanA,0.159,0.013,0.127,0.192,0.986,0.013,0.954,1.018
cadA,vanX_A,0.159,0.013,0.127,0.192,0.986,0.013,0.954,1.018
cadA,tetO,0.019,0.004,0.010,0.028,0.977,0.017,0.934,1.020
cadA,dfrF,0.052,0.010,0.029,0.076,0.962,0.131,0.637,1.288
cadA,str,0.162,0.017,0.121,0.204,0.895,0.103,0.639,1.151
cadA,sat4,0.142,0.022,0.088,0.197,0.876,0.122,0.572,1.180
cadC,cadA,0.974,0.017,0.931,1.017,190.536,45.567,77.341,303.732
cadC,lnuG,0.236,0.048,0.117,0.356,34.720,9.548,11.002,58.438
cadC,blaPC1,0.054,0.065,-0.106,0.214,11.708,12.086,-18.316,41.732
cadC,merA,0.037,0.039,-0.060,0.133,3.258,2.819,-3.744,10.260
cadC,arsB,0.388,0.143,0.033,0.742,3.245,1.232,0.185,6.305
cadC,arsR,0.398,0.138,0.056,0.740,3.130,1.155,0.261,6.000
cadC,arsD,0.388,0.135,0.052,0.723,3.125,1.184,0.184,6.066
cadC,arsA,0.401,0.141,0.050,0.752,3.074,1.164,0.183,5.965
cadC,arsD2,0.333,0.098,0.090,0.577,2.786,0.942,0.447,5.125
cadC,qacC,0.020,0.010,-0.004,0.043,2.395,1.151,-0.465,5.255
cadC,gyrA_S83Y,0.018,0.010,-0.007,0.043,2.142,1.826,-2.393,6.677
cadC,tetS,0.026,0.023,-0.031,0.084,1.697,1.109,-1.057,4.450
cadC,ant9_Ia,0.011,0.005,-0.002,0.024,1.617,0.676,-0.062,3.295
cadC,vanB,0.060,0.016,0.021,0.100,1.486,0.388,0.524,2.449
cadC,bcrC,0.029,0.014,-0.005,0.063,1.414,0.369,0.499,2.330
cadC,vanH_B,0.055,0.011,0.027,0.084,1.369,0.283,0.665,2.073
cadC,vanS_B,0.054,0.010,0.029,0.079,1.343,0.251,0.719,1.967
cadC,vanR_B,0.054,0.010,0.029,0.079,1.343,0.251,0.719,1.967
cadC,vanW_B,0.054,0.010,0.029,0.079,1.340,0.247,0.725,1.955
cadC,vanY_B,0.054,0.010,0.029,0.079,1.340,0.247,0.725,1.955
cadC,tetL,0.279,0.034,0.194,0.364,1.338,0.170,0.916,1.760
cadC,dfrS1,0.043,0.012,0.014,0.073,1.300,0.277,0.612,1.988
cadC,ermC,0.008,0.003,0.000,0.015,1.232,0.145,0.872,1.592
cadC,gyrA_S83R,0.010,0.002,0.007,0.014,1.224,0.208,0.706,1.742
cadC,bcrA,0.010,0.001,0.008,0.012,1.186,0.184,0.730,1.642
cadC,fexA,0.035,0.005,0.023,0.046,1.178,0.254,0.546,1.809
cadC,vanX_B,0.047,0.004,0.039,0.056,1.175,0.095,0.940,1.410
cadC,tcrB,0.080,0.029,0.008,0.152,1.166,0.227,0.602,1.729
cadC,qacH,0.011,0.002,0.006,0.016,1.138,0.107,0.871,1.405
cadC,aac6p_Ie_aph2pp_Ia,0.248,0.034,0.163,0.333,1.115,0.142,0.761,1.469
cadC,aadD1,0.024,0.003,0.017,0.032,1.036,0.027,0.969,1.104
cadC,tetO,0.020,0.004,0.011,0.029,1.036,0.014,1.001,1.071
cadC,aph3p_IIIa,0.273,0.015,0.235,0.311,1.031,0.044,0.921,1.141
cadC,parC_S80I,0.166,0.018,0.120,0.212,1.028,0.034,0.943,1.113
cadC,ermB,0.542,0.019,0.495,0.589,1.028,0.037,0.937,1.119
cadC,gyrA_S83I,0.141,0.020,0.091,0.191,1.022,0.048,0.904,1.140
cadC,bcrB,0.019,0.004,0.008,0.029,1.004,0.009,0.983,1.025
cadC,vanR_A,0.162,0.011,0.134,0.190,1.003,0.006,0.989,1.017
cadC,bleO,0.024,0.003,0.016,0.032,1.001,0.000,1.000,1.001
cadC,ant6_Ia,0.263,0.007,0.247,0.280,1.000,0.000,1.000,1.000
cadC,catA,0.095,0.030,0.020,0.171,0.997,0.233,0.419,1.575
cadC,optrA,0.030,0.003,0.024,0.037,0.995,0.061,0.844,1.147
cadC,vanS_A,0.158,0.010,0.133,0.182,0.989,0.017,0.947,1.031
cadC,vanY_A,0.159,0.010,0.133,0.184,0.988,0.018,0.943,1.033
cadC,vanZ_A,0.159,0.010,0.133,0.184,0.988,0.018,0.943,1.033
cadC,vanH_A,0.159,0.010,0.133,0.185,0.986,0.020,0.936,1.036
cadC,vanA,0.159,0.010,0.133,0.185,0.986,0.020,0.936,1.036
cadC,vanX_A,0.159,0.010,0.133,0.185,0.986,0.020,0.936,1.036
cadC,dfrG,0.088,0.015,0.051,0.125,0.986,0.093,0.755,1.217
cadC,tetM,0.612,0.012,0.583,0.641,0.968,0.013,0.936,1.000
cadC,lsaE,0.037,0.007,0.019,0.055,0.910,0.182,0.457,1.363
cadC,lnuB,0.035,0.004,0.027,0.044,0.859,0.114,0.575,1.143
cadC,dfrF,0.045,0.008,0.024,0.066,0.815,0.072,0.637,0.993
cadC,spw,0.039,0.001,0.038,0.041,0.786,0.101,0.534,1.038
cadC,str,0.134,0.014,0.100,0.169,0.739,0.086,0.525,0.953
cadC,sat4,0.113,0.020,0.064,0.162,0.697,0.111,0.422,0.973
catA,ermC,0.043,0.006,0.028,0.058,33.550,33.984,-50.872,117.972
catA,merA,0.075,0.027,0.009,0.141,19.770,4.177,9.393,30.147
catA,gyrA_S83Y,0.061,0.017,0.020,0.103,14.081,0.122,13.777,14.385
catA,dfrG,0.437,0.008,0.416,0.458,8.451,1.004,5.956,10.945
catA,blaPC1,0.020,0.010,-0.006,0.046,5.989,1.576,2.074,9.905
catA,str,0.714,0.013,0.680,0.747,5.689,0.205,5.180,6.198
catA,sat4,0.634,0.018,0.589,0.680,5.667,0.196,5.179,6.155
catA,ant9_Ia,0.024,0.005,0.011,0.037,5.134,0.514,3.857,6.411
catA,optrA,0.107,0.014,0.073,0.141,4.749,0.120,4.451,5.046
catA,fexA,0.103,0.015,0.066,0.141,4.677,0.115,4.392,4.963
catA,lsaE,0.139,0.011,0.111,0.168,4.574,0.253,3.945,5.204
catA,lnuB,0.139,0.013,0.106,0.171,4.438,0.303,3.685,5.192
catA,spw,0.160,0.014,0.127,0.194,4.141,0.388,3.178,5.103
catA,tetS,0.042,0.023,-0.015,0.100,3.624,1.549,-0.224,7.471
catA,aph3p_IIIa,0.672,0.026,0.607,0.738,3.029,0.127,2.714,3.344
catA,lnuG,0.026,0.004,0.017,0.035,3.026,0.347,2.165,3.888
catA,ant6_Ia,0.648,0.010,0.622,0.673,2.906,0.101,2.656,3.156
catA,tetL,0.466,0.044,0.357,0.575,2.568,0.374,1.640,3.497
catA,parC_S80I,0.335,0.036,0.244,0.425,2.332,0.153,1.952,2.712
catA,aac6p_Ie_aph2pp_Ia,0.446,0.056,0.306,0.586,2.227,0.182,1.776,2.679
catA,cadA,0.039,0.007,0.021,0.057,2.199,0.406,1.191,3.208
catA,gyrA_S83I,0.251,0.036,0.163,0.340,1.997,0.184,1.539,2.456
catA,qacC,0.015,0.005,0.003,0.027,1.924,0.421,0.880,2.969
catA,ermB,0.795,0.026,0.730,0.859,1.591,0.067,1.426,1.757
catA,tetM,0.941,0.016,0.901,0.981,1.568,0.007,1.550,1.587
catA,gyrA_S83R,0.012,0.002,0.007,0.017,1.519,0.480,0.327,2.712
catA,dfrF,0.079,0.016,0.040,0.118,1.512,0.095,1.275,1.748
catA,tcrB,0.096,0.023,0.038,0.154,1.468,0.176,1.031,1.905
catA,bcrA,0.010,0.001,0.008,0.012,1.177,0.025,1.115,1.240
catA,dfrS1,0.038,0.007,0.022,0.055,1.160,0.163,0.757,1.564
catA,vanR_A,0.172,0.025,0.110,0.234,1.069,0.096,0.832,1.307
catA,qacH,0.010,0.001,0.008,0.013,1.063,0.009,1.040,1.085
catA,vanY_A,0.169,0.024,0.109,0.230,1.057,0.091,0.831,1.283
catA,vanZ_A,0.169,0.024,0.109,0.230,1.057,0.091,0.831,1.283
catA,vanH_A,0.170,0.025,0.109,0.231,1.056,0.091,0.831,1.282
catA,vanA,0.170,0.025,0.109,0.231,1.056,0.091,0.831,1.282
catA,vanX_A,0.170,0.025,0.109,0.231,1.056,0.091,0.831,1.282
catA,vanS_A,0.167,0.024,0.108,0.227,1.051,0.093,0.821,1.281
catA,aadD1,0.024,0.003,0.018,0.031,1.049,0.024,0.990,1.109
catA,bleO,0.025,0.003,0.016,0.033,1.028,0.018,0.983,1.072
catA,cadC,0.015,0.005,0.003,0.027,1.001,0.257,0.363,1.640
catA,bcrC,0.019,0.002,0.015,0.023,0.991,0.195,0.508,1.474
catA,arsA,0.108,0.016,0.068,0.148,0.778,0.121,0.479,1.078
catA,vanB,0.032,0.006,0.016,0.048,0.761,0.155,0.376,1.147
catA,vanH_B,0.030,0.006,0.015,0.045,0.727,0.148,0.358,1.095
catA,vanS_B,0.030,0.006,0.015,0.044,0.711,0.143,0.355,1.066
catA,vanR_B,0.030,0.006,0.015,0.044,0.711,0.143,0.355,1.066
catA,vanW_B,0.030,0.006,0.015,0.044,0.710,0.142,0.356,1.064
catA,vanY_B,0.030,0.006,0.015,0.044,0.710,0.142,0.356,1.064
catA,bcrB,0.012,0.001,0.010,0.014,0.652,0.167,0.237,1.067
catA,arsB,0.083,0.006,0.069,0.098,0.650,0.042,0.546,0.754
catA,arsR,0.088,0.015,0.050,0.125,0.641,0.116,0.353,0.930
catA,vanX_B,0.027,0.005,0.014,0.039,0.637,0.128,0.320,0.955
catA,arsD,0.084,0.014,0.050,0.118,0.624,0.112,0.346,0.902
catA,arsD2,0.079,0.013,0.046,0.111,0.612,0.107,0.345,0.878
catA,tetO,0.009,0.002,0.004,0.014,0.428,0.051,0.302,0.554
dfrF,gyrA_S83I,0.908,0.010,0.884,0.932,9.808,0.881,7.620,11.995
dfrF,parC_S80I,0.922,0.020,0.872,0.973,7.854,0.665,6.202,9.505
dfrF,gyrA_S83R,0.044,0.010,0.019,0.070,7.261,3.010,-0.217,14.738
dfrF,qacC,0.039,0.006,0.025,0.054,5.982,0.455,4.850,7.113
dfrF,sat4,0.698,0.024,0.638,0.758,5.351,0.282,4.650,6.052
dfrF,vanX_B,0.170,0.017,0.128,0.212,5.143,0.454,4.016,6.270
dfrF,vanS_B,0.168,0.016,0.128,0.209,5.051,0.459,3.911,6.192
dfrF,vanR_B,0.168,0.016,0.128,0.209,5.051,0.459,3.911,6.192
dfrF,vanW_B,0.168,0.016,0.128,0.209,5.051,0.459,3.911,6.191
dfrF,vanY_B,0.168,0.016,0.128,0.209,5.051,0.459,3.911,6.191
dfrF,vanH_B,0.168,0.016,0.128,0.209,5.044,0.461,3.900,6.189
dfrF,vanB,0.168,0.016,0.129,0.208,5.007,0.467,3.847,6.166
dfrF,str,0.700,0.022,0.645,0.755,4.637,0.349,3.770,5.503
dfrF,spw,0.159,0.019,0.111,0.206,3.590,0.174,3.158,4.021
dfrF,aac6p_Ie_aph2pp_Ia,0.660,0.069,0.488,0.832,3.342,0.321,2.546,4.139
dfrF,aph3p_IIIa,0.772,0.039,0.676,0.869,3.278,0.091,3.052,3.505
dfrF,lnuB,0.121,0.020,0.072,0.170,3.263,0.145,2.902,3.625
dfrF,lsaE,0.117,0.014,0.084,0.151,3.215,0.120,2.918,3.512
dfrF,ant6_Ia,0.732,0.022,0.677,0.786,3.099,0.152,2.721,3.478
dfrF,qacH,0.027,0.003,0.019,0.034,3.042,0.710,1.278,4.805
dfrF,dfrS1,0.070,0.007,0.053,0.087,2.240,0.091,2.014,2.466
dfrF,vanR_A,0.318,0.048,0.200,0.436,2.082,0.204,1.576,2.589
dfrF,vanS_A,0.314,0.047,0.197,0.431,2.080,0.207,1.567,2.593
dfrF,vanH_A,0.316,0.048,0.198,0.434,2.067,0.199,1.572,2.562
dfrF,vanA,0.316,0.048,0.198,0.434,2.067,0.199,1.572,2.562
dfrF,vanX_A,0.316,0.048,0.198,0.434,2.067,0.199,1.572,2.562
dfrF,vanY_A,0.314,0.047,0.198,0.431,2.067,0.199,1.573,2.562
dfrF,vanZ_A,0.314,0.047,0.198,0.431,2.067,0.199,1.573,2.562
dfrF,merA,0.019,0.006,0.003,0.035,1.844,0.319,1.051,2.636
dfrF,blaPC1,0.008,0.002,0.003,0.013,1.778,0.277,1.090,2.465
dfrF,ermB,0.842,0.013,0.810,0.874,1.653,0.044,1.543,1.763
dfrF,catA,0.137,0.020,0.087,0.187,1.480,0.089,1.259,1.700
dfrF,tetM,0.831,0.012,0.800,0.862,1.338,0.020,1.288,1.389
dfrF,tetS,0.019,0.009,-0.003,0.042,1.312,0.236,0.726,1.897
dfrF,ant9_Ia,0.008,0.002,0.004,0.013,1.299,0.247,0.687,1.911
dfrF,lnuG,0.012,0.001,0.010,0.015,1.192,0.088,0.973,1.410
dfrF,gyrA_S83Y,0.012,0.007,-0.004,0.028,1.183,0.380,0.239,2.126
dfrF,ermC,0.007,0.001,0.003,0.011,1.178,0.088,0.960,1.397
dfrF,bcrA,0.010,0.001,0.008,0.011,1.144,0.013,1.113,1.176
dfrF,aadD1,0.024,0.003,0.017,0.031,1.031,0.009,1.009,1.052
dfrF,tetL,0.215,0.029,0.143,0.288,1.026,0.112,0.749,1.303
dfrF,bleO,0.024,0.003,0.016,0.032,1.015,0.007,0.998,1.031
dfrF,tcrB,0.067,0.010,0.042,0.093,0.995,0.008,0.974,1.015
dfrF,cadA,0.019,0.003,0.012,0.026,0.961,0.135,0.625,1.298
dfrF,fexA,0.026,0.005,0.014,0.039,0.872,0.097,0.631,1.114
dfrF,optrA,0.025,0.006,0.010,0.040,0.812,0.136,0.473,1.151
dfrF,cadC,0.012,0.001,0.009,0.016,0.809,0.073,0.628,0.990
dfrF,bcrC,0.015,0.002,0.011,0.020,0.795,0.228,0.228,1.362
dfrF,dfrG,0.064,0.011,0.036,0.092,0.718,0.176,0.280,1.157
dfrF,tetO,0.013,0.002,0.007,0.018,0.636,0.014,0.602,0.671
dfrF,arsA,0.068,0.008,0.048,0.087,0.485,0.068,0.316,0.654
dfrF,arsR,0.063,0.010,0.039,0.087,0.462,0.081,0.261,0.662
dfrF,bcrB,0.008,0.001,0.007,0.010,0.455,0.141,0.105,0.805
dfrF,arsB,0.058,0.009,0.034,0.081,0.451,0.080,0.252,0.649
dfrF,arsD,0.060,0.009,0.038,0.081,0.450,0.078,0.256,0.643
dfrF,arsD2,0.056,0.006,0.041,0.071,0.438,0.070,0.264,0.612
dfrG,gyrA_S83Y,0.105,0.036,0.014,0.195,192.761,118.955,-102.741,488.262
dfrG,optrA,0.230,0.024,0.172,0.289,21.507,5.216,8.550,34.465
dfrG,fexA,0.218,0.027,0.150,0.286,19.493,3.794,10.068,28.919
dfrG,ant9_Ia,0.047,0.013,0.014,0.081,17.748,3.209,9.775,25.720
dfrG,catA,0.467,0.034,0.383,0.551,8.040,0.909,5.782,10.298
dfrG,merA,0.036,0.011,0.009,0.063,4.456,0.132,4.128,4.785
dfrG,ermC,0.018,0.003,0.011,0.026,3.910,1.391,0.454,7.365
dfrG,parC_S80I,0.428,0.008,0.410,0.447,3.166,0.187,2.702,3.631
dfrG,sat4,0.418,0.010,0.393,0.444,3.062,0.119,2.767,3.357
dfrG,str,0.453,0.021,0.401,0.504,2.920,0.087,2.705,3.135
dfrG,lnuG,0.025,0.003,0.018,0.031,2.777,0.191,2.302,3.253
dfrG,tetL,0.476,0.034,0.392,0.560,2.608,0.343,1.757,3.459
dfrG,blaPC1,0.011,0.005,-0.001,0.023,2.584,0.188,2.115,3.052
dfrG,spw,0.111,0.013,0.079,0.143,2.497,0.095,2.262,2.733
dfrG,qacC,0.018,0.003,0.010,0.026,2.426,0.143,2.071,2.780
dfrG,lsaE,0.088,0.010,0.063,0.113,2.424,0.099,2.178,2.671
dfrG,gyrA_S83I,0.294,0.016,0.255,0.334,2.412,0.097,2.171,2.653
dfrG,lnuB,0.089,0.014,0.056,0.123,2.411,0.083,2.206,2.617
dfrG,gyrA_S83R,0.018,0.004,0.008,0.028,2.309,0.031,2.232,2.386
dfrG,aph3p_IIIa,0.529,0.013,0.497,0.562,2.215,0.058,2.071,2.358
dfrG,ant6_Ia,0.507,0.016,0.466,0.547,2.114,0.050,1.990,2.237
dfrG,aac6p_Ie_aph2pp_Ia,0.388,0.044,0.279,0.496,1.869,0.121,1.568,2.169
dfrG,tetS,0.024,0.011,-0.003,0.051,1.741,0.325,0.934,2.548
dfrG,ermB,0.836,0.053,0.705,0.967,1.683,0.133,1.352,2.013
dfrG,vanB,0.058,0.003,0.051,0.066,1.486,0.044,1.378,1.594
dfrG,vanH_B,0.057,0.003,0.050,0.065,1.464,0.051,1.338,1.590
dfrG,vanS_B,0.057,0.003,0.050,0.064,1.463,0.038,1.368,1.558
dfrG,vanR_B,0.057,0.003,0.050,0.064,1.463,0.038,1.368,1.558
dfrG,vanW_B,0.057,0.003,0.050,0.064,1.462,0.038,1.367,1.557
dfrG,vanY_B,0.057,0.003,0.050,0.064,1.462,0.038,1.367,1.557
dfrG,vanX_B,0.056,0.002,0.051,0.062,1.447,0.013,1.413,1.480
dfrG,cadA,0.027,0.003,0.021,0.034,1.424,0.118,1.132,1.716
dfrG,vanR_A,0.214,0.024,0.154,0.273,1.365,0.071,1.188,1.543
dfrG,vanS_A,0.210,0.023,0.152,0.268,1.357,0.070,1.182,1.532
dfrG,vanY_A,0.211,0.023,0.153,0.269,1.355,0.068,1.186,1.524
dfrG,vanZ_A,0.211,0.023,0.153,0.269,1.355,0.068,1.186,1.524
dfrG,vanH_A,0.212,0.024,0.153,0.272,1.355,0.068,1.186,1.524
dfrG,vanA,0.212,0.024,0.153,0.272,1.355,0.068,1.186,1.524
dfrG,vanX_A,0.212,0.024,0.153,0.272,1.355,0.068,1.186,1.524
dfrG,dfrS1,0.043,0.005,0.030,0.057,1.329,0.110,1.056,1.603
dfrG,tetM,0.773,0.021,0.722,0.824,1.249,0.010,1.223,1.275
