Gene_1,Gene_2,Conditional_Probability_Mean,Conditional_Probability_SD,Conditional_Probability_CI_low,Conditional_Probability_CI_high,Relative_Risk_Mean,Relative_Risk_SD,Relative_Risk_CI_low,Relative_Risk_CI_high
qacEdelta1,aadA1,0.303240103,0.037123924,0.295873911,0.310606295,4.809670543,0.752584944,4.660341362,4.958999723
qacEdelta1,dfrA14,0.303009347,0.090430291,0.285066015,0.320952678,4.439941152,1.452042695,4.151824379,4.728057925
qacEdelta1,blaLAP_2,0.297845444,0.098195706,0.278361286,0.317329602,4.360593859,1.524361114,4.058127543,4.663060176
qacEdelta1,arr_2,0.294352683,0.086227977,0.277243182,0.311462185,4.290767391,1.282792048,4.036233619,4.545301164
qacEdelta1,terD,0.289951771,0.069110151,0.276238818,0.303664725,4.319420716,1.091983163,4.102747566,4.536093867
qacEdelta1,terZ,0.284792577,0.073810235,0.270147025,0.299438129,4.280477619,1.138798518,4.054515286,4.506439951
qacEdelta1,terW,0.275217059,0.069245285,0.261477292,0.288956826,4.128754543,1.125917221,3.905348139,4.352160947
qacEdelta1,armA,0.274024677,0.088747429,0.256415262,0.291634092,4.016947297,1.358183819,3.747454161,4.286440433
qacEdelta1,mphA,0.267741453,0.050259363,0.257768905,0.277714001,4.021903,0.84251818,3.854729115,4.189076886
qacEdelta1,aph3p_Ia,0.26055739,0.044795133,0.251669064,0.269445716,3.992807176,0.756842583,3.842633188,4.142981165
qacEdelta1,cmlA1,0.247506378,0.065771652,0.234455855,0.260556901,3.649945946,1.04298992,3.442994118,3.856897774
qacEdelta1,mcr_1,0.233334608,0.150578929,0.203456482,0.263212734,3.398205086,2.277555109,2.94628874,3.850121431
qacEdelta1,gyrA_S83F,0.232220278,0.025898921,0.227081371,0.237359186,4.048449898,0.54397497,3.940513462,4.156386333
qacEdelta1,msrE,0.229967278,0.084365853,0.213227262,0.246707294,3.331009237,1.259591512,3.081078954,3.58093952
qacEdelta1,mphE,0.228705094,0.087774938,0.211288642,0.246121546,3.325325384,1.258976423,3.075517148,3.575133619
qacEdelta1,aac3_IId,0.225888588,0.053533724,0.215266336,0.23651084,3.317962449,0.801801996,3.158867538,3.47705736
qacEdelta1,ble,0.209801718,0.039475777,0.201968867,0.217634568,3.086530734,0.656426071,2.95628156,3.216779907
qacEdelta1,bleO,0.208976758,0.061591875,0.196755594,0.221197922,3.03862876,0.904264907,2.859202984,3.218054536
qacEdelta1,gyrA_D87N,0.206776436,0.031312047,0.200563447,0.212989426,3.381225635,0.573995747,3.267332426,3.495118844
qacEdelta1,merT,0.199262706,0.028833285,0.193541556,0.204983855,3.50312384,0.52987872,3.397984406,3.608263274
qacEdelta1,merR,0.198179608,0.025139528,0.193191381,0.203167836,3.496261457,0.467769679,3.403445804,3.58907711
qacEdelta1,mcr_9_1,0.196382331,0.077834268,0.180938324,0.211826339,2.836361204,1.082968079,2.621476841,3.051245566
qacEdelta1,merC,0.19292754,0.028792609,0.187214461,0.198640618,3.342260448,0.550682314,3.23299313,3.451527766
